scenario,run_id,window_start_s,window_end_s,label,is_anomalous,offset_mean,offset_std,offset_abs_max,path_delay_mean,pdv_std,seq_regressions,msg_irregularity,synce_ql_max,gnss_loss_rate,holdover_rate
gnss_loss_holdover,3,6.8,7.2,healthy,0,-0.7185245528337516,1.4030469579608464,3.8309477471790983,49998.153458675784,8.423755470088691,0,0.0,1,0.0,0.0
gnss_loss_holdover,3,7.0,7.4,healthy,0,0.4233637845295468,1.7618246284034953,3.6794961455894555,49998.071921319155,8.900295956075714,0,0.0,1,0.0,0.0
gnss_loss_holdover,3,7.2,7.6,healthy,0,1.6693866584345698,1.8872139271273367,4.981222779612848,50000.14220268559,6.7562173966930175,0,0.0,1,0.0,0.0
gnss_loss_holdover,3,7.4,7.8,healthy,0,1.2304032071859716,2.0032536311493416,4.981222779612848,49999.60778548705,6.256484348030499,0,0.0,1,0.0,0.0
gnss_loss_holdover,4,0.0,0.4,healthy,0,7.871183514764022,12.553976825406973,49.61627953268408,49999.0453489189,7.446255802343888,0,0.0,1,0.0,0.0
gnss_loss_holdover,4,0.2,0.6,healthy,0,1.6990044820595185,1.691946023793646,4.652746703452779,50000.887468035755,8.040695623500481,0,0.0,1,0.0,0.0
gnss_loss_holdover,4,0.4,0.8,healthy,0,-0.0329561223402544,3.252889934714981,8.094220484769687,50000.29261465366,8.14594860927077,0,0.0,1,0.0,0.0
gnss_loss_holdover,4,0.6,1.0,healthy,0,-2.4908374489698453,2.533501093212477,8.094220484769687,49997.56013235481,8.589048905221661,0,0.0,1,0.0,0.0
gnss_loss_holdover,4,0.8,1.2,healthy,0,-1.9841580945051656,1.800436034504819,6.812031487042301,49998.23576835664,7.894302592926988,0,0.0,1,0.0,0.0
gnss_loss_holdover,4,1.0,1.4,healthy,0,-2.0664775418264667,1.7136728382370532,5.162007327262609,50001.01160340538,7.396377419539637,0,0.0,1,0.0,0.0
